State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier,Depreciation (INR),Depreciation %,Bike Age (Years)
Karnataka,45.75,Bajaj,Platina 110,98451,2020,358,Electric,87.31,Second,2022,Expired,Dealer,65353.81,Tier 3,33097.19,33.61793176300901,2
Rajasthan,48.5,Yamaha,Fascino 125,391691,2021,754,Petrol,39.51,First,2021,Expired,Dealer,158467.91,Tier 3,233223.09,59.54262160733844,0
Maharashtra,34.8,Honda,Dio,200293,2018,171,Electric,63.17,First,2018,Active,Dealer,109304.96,Tier 2,90988.04,45.427468758269136,0
Uttar Pradesh,33.03,Kawasaki,Vulcan S,263056,2022,617,Electric,93.67,Third,2023,Active,Individual,162611.4,Metro,100444.6,38.18373274131744,1
Uttar Pradesh,7.54,Kawasaki,Ninja 400,110528,2022,348,Electric,96.47,Second,2022,Not Available,Individual,54920.23,Tier 1,55607.77,50.311025260567455,0
Punjab,26.72,TVS,NTorq 125,108218,2017,707,Hybrid,92.82,Third,2024,Expired,Dealer,73777.01,Tier 2,34440.990000000005,31.82556506311335,7
West Bengal,66.68,KTM,Duke 200,174759,2016,107,Petrol,39.62,First,2016,Active,Dealer,100176.18,Metro,74582.82,42.67752733764785,0
Delhi,49.74,Honda,CBR 650R,112323,2015,492,Electric,76.18,Second,2021,Active,Dealer,76592.53,Tier 1,35730.47,31.810466244669396,6
Madhya Pradesh,40.41,Yamaha,R15 V4,151460,2015,443,Electric,82.04,Second,2018,Expired,Dealer,80892.4,Metro,70567.6,46.59157533342137,3
Karnataka,29.19,Kawasaki,Z650,367876,2015,274,Hybrid,84.77,Third,2019,Active,Dealer,176359.76,Tier 2,191516.24,52.05999847774794,4
Punjab,43.92,KTM,RC 390,93006,2018,168,Hybrid,79.01,Second,2018,Not Available,Individual,64976.18,Tier 1,28029.82,30.13764703352472,0
Delhi,45.7,Hero,HF Deluxe,388205,2020,100,Electric,83.18,Third,2020,Expired,Dealer,218951.07,Tier 2,169253.93,43.59911129429039,0
Gujarat,35.96,Yamaha,R15 V4,270085,2021,476,Petrol,50.59,Second,2023,Expired,Individual,211466.58,Tier 3,58618.42000000001,21.70369328174464,2
Punjab,57.01,Royal Enfield,Classic 350,153018,2023,753,Petrol,51.78,Second,2023,Not Available,Dealer,77143.69,Tier 2,75874.31,49.5852187324367,0
Rajasthan,74.97,KTM,125 Duke,381533,2017,382,Petrol,33.04,Second,2024,Expired,Individual,285080.94,Tier 3,96452.06,25.28013566323228,7
Gujarat,46.84,Bajaj,Platina 110,316907,2020,635,Hybrid,77.36,Third,2024,Expired,Individual,229663.79,Metro,87243.20999999999,27.529593855610635,4
Gujarat,10.84,Hero,Xtreme 160R,324942,2021,811,Electric,82.56,First,2021,Expired,Dealer,243992.88,Metro,80949.12,24.911867348634527,0
Gujarat,18.09,Honda,CBR 650R,297582,2017,918,Electric,96.09,Third,2018,Expired,Individual,164694.64,Tier 3,132887.36,44.65571170299278,1
Gujarat,66.55,KTM,250 Duke,201723,2016,247,Petrol,51.73,Second,2023,Not Available,Individual,82629.68,Tier 1,119093.32,59.03804722317238,7
Madhya Pradesh,72.01,TVS,Sport,219546,2020,322,Hybrid,68.09,First,2020,Expired,Individual,148801.14,Tier 3,70744.85999999999,32.22325161925063,0
Uttar Pradesh,50.01,Hero,Passion Pro,375260,2023,113,Electric,72.71,Second,2024,Active,Dealer,288857.31,Tier 3,86402.69,23.024753504237065,1
Delhi,59.8,TVS,Apache RTR 160,175709,2018,120,Hybrid,67.23,Second,2024,Not Available,Individual,97026.37,Tier 3,78682.63,44.78007956336898,6
Maharashtra,74.2,Kawasaki,Ninja 400,208794,2016,709,Electric,72.59,Third,2022,Not Available,Dealer,145984.03,Tier 1,62809.97,30.08226768968457,6
Maharashtra,24.71,Honda,Activa,385690,2020,694,Petrol,26.03,Second,2020,Not Available,Individual,166094.6,Tier 3,219595.4,56.93572558272187,0
Gujarat,58.49,TVS,Apache RTR 160,235141,2020,347,Hybrid,98.31,First,2020,Not Available,Dealer,184804.54,Metro,50336.45999999999,21.406926057131674,0
West Bengal,16.16,Yamaha,Fascino 125,338666,2021,322,Hybrid,67.3,Third,2021,Not Available,Individual,180036.7,Tier 1,158629.3,46.839452439867,0
Tamil Nadu,15.15,Hero,HF Deluxe,320334,2018,826,Petrol,26.59,Second,2018,Expired,Individual,233479.63,Tier 2,86854.37,27.1136907103211,0
Punjab,59.54,TVS,Jupiter,356393,2016,334,Electric,83.5,Second,2024,Active,Individual,284199.92,Tier 1,72193.08000000002,20.25659314296297,8
Delhi,60.0,KTM,RC 390,283279,2015,959,Hybrid,85.87,Third,2022,Expired,Individual,162317.53,Tier 3,120961.47,42.700471972860676,7
Karnataka,33.65,Hero,HF Deluxe,106326,2016,986,Electric,93.11,Second,2016,Expired,Individual,60385.91,Tier 2,45940.09,43.206826176099916,0
Punjab,26.9,Yamaha,FZ V3,55321,2015,351,Petrol,53.62,Third,2024,Expired,Individual,23759.29,Tier 2,31561.71,57.05195133855136,9
Punjab,9.59,Royal Enfield,Himalayan,395114,2015,964,Hybrid,64.14,First,2015,Expired,Individual,195222.59,Tier 1,199891.41,50.590819358463634,0
Uttar Pradesh,57.13,TVS,Apache RTR 160,75055,2019,714,Hybrid,76.79,First,2019,Not Available,Dealer,43851.03,Tier 1,31203.97,41.57480514289521,0
Delhi,66.59,Yamaha,MT-15,86315,2022,691,Hybrid,77.06,Third,2022,Active,Dealer,60991.2,Tier 3,25323.800000000003,29.33881712332735,0
West Bengal,67.24,Hero,Splendor Plus,376149,2018,748,Petrol,53.26,Third,2018,Active,Dealer,289774.15,Metro,86374.84999999998,22.962934900797286,0
Maharashtra,8.61,Bajaj,Platina 110,137519,2023,158,Petrol,40.42,Third,2023,Active,Dealer,55229.13,Tier 2,82289.87,59.83890953250096,0
Uttar Pradesh,51.72,Honda,Unicorn,138397,2019,802,Hybrid,76.26,First,2019,Active,Dealer,94146.21,Tier 2,44250.78999999999,31.97380723570597,0
West Bengal,76.73,Yamaha,R15 V4,156226,2021,228,Petrol,28.49,Second,2022,Expired,Dealer,70187.34,Tier 2,86038.66,55.073201643772485,1
Punjab,49.3,Bajaj,Platina 110,324763,2023,679,Petrol,46.37,Third,2023,Active,Dealer,255084.07,Tier 1,69678.93,21.455316646292832,0
Gujarat,57.59,Honda,Unicorn,55245,2022,627,Electric,81.78,Second,2023,Not Available,Dealer,34563.65,Tier 2,20681.35,37.435695538057736,1
Rajasthan,48.33,Hero,HF Deluxe,50336,2021,815,Petrol,32.6,First,2021,Active,Individual,38207.21,Tier 2,12128.79,24.095657183725365,0
Madhya Pradesh,28.25,Royal Enfield,Classic 350,59213,2021,584,Electric,94.41,Third,2022,Expired,Dealer,41637.42,Tier 3,17575.58,29.68196173137656,1
Uttar Pradesh,24.31,Yamaha,MT-15,358281,2017,479,Hybrid,85.1,Third,2019,Expired,Dealer,221101.93,Tier 2,137179.07,38.288123009593036,2
Maharashtra,6.04,Yamaha,MT-15,150542,2022,118,Electric,99.73,First,2022,Not Available,Individual,74962.66,Tier 2,75579.34,50.20481991736525,0
Tamil Nadu,30.52,Honda,Unicorn,391184,2021,438,Hybrid,72.5,First,2021,Active,Dealer,239917.49,Metro,151266.51,38.668889831894965,0
Maharashtra,66.31,Hero,HF Deluxe,390387,2016,865,Hybrid,78.73,Second,2018,Expired,Dealer,197360.4,Metro,193026.6,49.44493541024676,2
West Bengal,12.79,KTM,RC 390,262246,2017,229,Electric,61.7,Second,2024,Expired,Dealer,178669.78,Tier 1,83576.22,31.86939743599521,7
Uttar Pradesh,74.03,KTM,Duke 200,236994,2019,673,Electric,94.68,First,2019,Expired,Dealer,112137.56,Tier 3,124856.44,52.683375950446,0
Maharashtra,48.54,Bajaj,Dominar 400,126150,2023,333,Electric,82.03,Second,2023,Not Available,Dealer,97914.55,Tier 3,28235.449999999997,22.38244153785176,0
Karnataka,60.22,TVS,NTorq 125,158510,2022,334,Electric,97.13,Third,2024,Expired,Dealer,125015.68,Tier 1,33494.32000000001,21.130729922402377,2
Delhi,8.29,KTM,Duke 200,348481,2019,275,Petrol,30.52,Third,2022,Expired,Individual,235352.6,Tier 2,113128.4,32.46329068155796,3
Punjab,16.92,Yamaha,MT-15,206222,2024,669,Hybrid,62.71,Second,2024,Expired,Dealer,113283.58,Metro,92938.42,45.06717033100251,0
Uttar Pradesh,44.04,Kawasaki,Versys 650,189563,2018,135,Petrol,38.61,Second,2021,Active,Individual,141305.74,Tier 3,48257.26000000001,25.457109246002652,3
Delhi,78.88,Yamaha,Fascino 125,386630,2020,946,Hybrid,97.92,Second,2024,Active,Dealer,307751.33,Tier 2,78878.66999999998,20.40159066808059,4
Karnataka,73.15,KTM,250 Duke,142769,2016,281,Petrol,58.36,Second,2019,Not Available,Dealer,82760.77,Tier 3,60008.229999999996,42.03169455554077,3
Tamil Nadu,71.98,Royal Enfield,Interceptor 650,267652,2015,579,Hybrid,60.39,Third,2018,Not Available,Dealer,185087.43,Metro,82564.57,30.84773138254151,3
Rajasthan,53.99,Bajaj,Dominar 400,286374,2023,383,Electric,67.65,Second,2023,Not Available,Individual,197803.25,Metro,88570.75,30.92834894229225,0
Maharashtra,61.09,Yamaha,R15 V4,287875,2018,457,Hybrid,62.27,First,2018,Active,Individual,225722.53,Tier 1,62152.47,21.590089448545378,0
Rajasthan,38.61,Honda,Shine,323297,2022,885,Petrol,59.46,Second,2022,Active,Individual,192214.41,Tier 3,131082.59,40.54556336742995,0
West Bengal,20.53,KTM,250 Duke,299086,2024,442,Hybrid,71.88,First,2024,Expired,Dealer,205313.99,Metro,93772.01000000001,31.35285837518306,0
Punjab,64.26,Honda,CBR 650R,184766,2021,985,Petrol,37.75,First,2021,Not Available,Individual,116644.19,Tier 1,68121.81,36.86923459943929,0
Rajasthan,29.9,Bajaj,Avenger 220,188281,2024,864,Petrol,48.1,Third,2024,Expired,Individual,99008.75,Tier 3,89272.25,47.41437001078176,0
Delhi,34.68,Hero,Glamour,75749,2019,848,Petrol,41.08,First,2019,Active,Dealer,50605.67,Tier 2,25143.33,33.19295304228439,0
Punjab,40.4,Hero,Splendor Plus,355146,2022,326,Petrol,56.98,First,2022,Not Available,Individual,163971.02,Tier 1,191174.98,53.82996851998897,0
Maharashtra,74.1,KTM,RC 390,317928,2022,638,Electric,98.32,First,2022,Active,Dealer,141976.94,Tier 3,175951.06,55.34305251503485,0
Rajasthan,71.85,TVS,Ronin,212917,2020,734,Electric,93.43,Second,2022,Active,Individual,109683.58,Metro,103233.42,48.485287694265836,2
Maharashtra,70.86,Hero,Xtreme 160R,246184,2016,336,Electric,88.16,Second,2018,Expired,Dealer,130739.6,Tier 1,115444.4,46.89354304097748,2
Punjab,21.3,Hero,Xtreme 160R,147038,2016,840,Petrol,37.74,First,2016,Not Available,Individual,79060.5,Tier 1,67977.5,46.23124634448238,0
Karnataka,45.93,Kawasaki,Ninja 400,206514,2020,672,Electric,92.27,Second,2022,Expired,Dealer,156067.75,Tier 1,50446.25,24.427520652352865,2
Delhi,34.07,Royal Enfield,Meteor 350,201723,2017,962,Electric,73.49,First,2017,Not Available,Dealer,111587.22,Tier 1,90135.78,44.68294641662081,0
Punjab,41.6,TVS,Apache RTR 160,334730,2015,867,Petrol,28.98,Third,2020,Expired,Individual,179706.12,Tier 2,155023.88,46.31311206046664,5
West Bengal,55.17,Hero,Splendor Plus,154707,2024,340,Electric,69.22,Second,2024,Expired,Individual,92445.16,Metro,62261.84,40.24500507410782,0
Maharashtra,48.14,TVS,Jupiter,84553,2019,521,Electric,74.98,First,2019,Active,Individual,56111.67,Tier 2,28441.33,33.637280758814,0
Karnataka,53.06,KTM,390 Adventure,343637,2016,584,Electric,94.18,Third,2017,Expired,Dealer,228914.82,Tier 3,114722.18,33.38469955214368,1
Maharashtra,25.62,Hero,HF Deluxe,131009,2016,505,Petrol,53.45,Second,2019,Expired,Individual,99690.76,Tier 2,31318.240000000005,23.905411078628187,3
Punjab,24.93,Hero,Glamour,112012,2020,423,Hybrid,97.33,Third,2024,Not Available,Dealer,68604.17,Tier 1,43407.83,38.75283898153769,4
Punjab,29.99,Bajaj,Pulsar 150,203110,2018,189,Electric,66.14,Third,2023,Expired,Individual,81284.47,Tier 2,121825.53,59.98007483629561,5
Punjab,12.15,KTM,125 Duke,93578,2018,777,Petrol,45.96,Second,2021,Active,Individual,51371.3,Metro,42206.7,45.10322939152365,3
Delhi,58.92,Bajaj,Platina 110,281623,2020,375,Electric,74.57,First,2020,Expired,Dealer,125708.13,Tier 1,155914.87,55.36297461499948,0
Tamil Nadu,57.96,KTM,Duke 200,115373,2020,873,Petrol,28.08,Third,2021,Active,Individual,47057.29,Tier 3,68315.70999999999,59.212909432882896,1
Maharashtra,11.97,TVS,Sport,189878,2019,789,Hybrid,85.93,Second,2022,Expired,Dealer,86953.17,Tier 2,102924.83,54.20576896744226,3
Tamil Nadu,73.05,Bajaj,Pulsar 150,359531,2017,244,Hybrid,99.78,Third,2018,Active,Dealer,229844.28,Metro,129686.72,36.07108149227744,1
Karnataka,31.09,KTM,125 Duke,70880,2020,490,Hybrid,76.72,First,2020,Not Available,Dealer,54221.77,Tier 1,16658.230000000003,23.502017494356664,0
Uttar Pradesh,55.49,Yamaha,Fascino 125,134230,2023,199,Petrol,45.84,Third,2023,Not Available,Individual,56075.14,Tier 2,78154.86,58.224584668106985,0
Delhi,55.05,Bajaj,Avenger 220,193745,2018,948,Hybrid,97.33,Second,2022,Active,Dealer,96319.54,Tier 1,97425.46,50.285406074995485,4
Maharashtra,28.76,KTM,RC 390,261095,2023,509,Hybrid,75.41,Third,2024,Active,Individual,141720.09,Tier 3,119374.91,45.72087171336104,1
Punjab,47.3,Royal Enfield,Classic 350,319566,2021,728,Petrol,53.13,First,2021,Not Available,Dealer,239551.05,Tier 3,80014.95000000001,25.038630517639554,0
Madhya Pradesh,9.08,KTM,RC 390,375078,2022,998,Electric,72.58,Third,2023,Not Available,Dealer,222243.52,Metro,152834.48,40.747385877070904,1
Delhi,37.54,Royal Enfield,Interceptor 650,239448,2022,929,Hybrid,87.6,Third,2023,Not Available,Dealer,124898.55,Tier 3,114549.45,47.83896712438609,1
Uttar Pradesh,62.39,TVS,Sport,211424,2024,403,Electric,93.25,First,2024,Active,Dealer,150487.66,Metro,60936.34,28.82186506735281,0
Maharashtra,72.73,Bajaj,CT 100,317941,2018,539,Petrol,29.36,Third,2020,Expired,Individual,170870.29,Tier 2,147070.71,46.25723326025898,2
Maharashtra,47.61,Royal Enfield,Classic 350,53019,2018,324,Hybrid,84.6,Third,2019,Not Available,Dealer,35928.56,Tier 3,17090.440000000002,32.234557422810695,1
Delhi,56.89,Hero,Xtreme 160R,368710,2021,647,Hybrid,74.21,Third,2023,Expired,Individual,231180.63,Metro,137529.37,37.30014645656478,2
West Bengal,41.99,Honda,CBR 650R,82024,2020,697,Petrol,55.03,First,2020,Active,Dealer,47603.38,Tier 2,34420.62,41.964083682824544,0
Punjab,51.81,Hero,Glamour,249561,2022,405,Hybrid,91.11,Second,2024,Not Available,Dealer,144911.13,Metro,104649.87,41.933583372401934,2
Uttar Pradesh,25.84,TVS,Sport,201708,2021,391,Electric,93.04,Third,2024,Active,Individual,111342.11,Metro,90365.89,44.800350010906854,3
Uttar Pradesh,10.88,Hero,Xtreme 160R,357845,2015,360,Hybrid,92.36,Second,2017,Active,Dealer,253191.71,Metro,104653.29000000001,29.245424695049532,2
West Bengal,77.5,Royal Enfield,Meteor 350,199318,2016,649,Electric,90.28,Third,2024,Active,Dealer,129551.85,Tier 1,69766.15,35.00243329754462,8
Karnataka,55.64,TVS,Ronin,52487,2023,222,Petrol,55.57,Second,2024,Not Available,Dealer,30353.34,Tier 1,22133.66,42.16979442528626,1
Karnataka,72.49,Hero,HF Deluxe,309627,2021,412,Electric,99.36,First,2021,Not Available,Individual,172150.24,Tier 3,137476.76,44.400766083061235,0
Uttar Pradesh,45.88,KTM,Duke 200,184273,2023,588,Electric,90.72,First,2023,Expired,Dealer,130216.44,Tier 1,54056.56,29.335040944685332,0
Maharashtra,55.8,TVS,Sport,288491,2017,641,Hybrid,94.79,Second,2020,Expired,Dealer,154781.67,Metro,133709.33,46.34783407454652,3
Madhya Pradesh,22.61,Yamaha,FZ V3,373806,2017,370,Hybrid,81.48,Second,2017,Active,Dealer,177953.65,Metro,195852.35,52.394116199311945,0
Delhi,46.89,TVS,Sport,258524,2023,338,Hybrid,84.82,Third,2023,Expired,Individual,130796.94,Tier 1,127727.06,49.406267890021816,0
Tamil Nadu,20.05,Honda,Shine,258682,2020,801,Electric,62.98,Second,2020,Active,Individual,121669.43,Metro,137012.57,52.96563734623979,0
Rajasthan,40.88,KTM,125 Duke,166003,2020,148,Electric,61.39,Second,2020,Not Available,Individual,82656.14,Tier 2,83346.86,50.20804443293193,0
Punjab,37.2,TVS,Ronin,335459,2015,848,Hybrid,76.53,Third,2024,Expired,Dealer,188208.24,Tier 1,147250.76,43.89530762328631,9
Karnataka,62.99,Royal Enfield,Meteor 350,84843,2019,113,Electric,79.37,Second,2019,Expired,Dealer,41399.55,Tier 2,43443.45,51.20451893497401,0
Maharashtra,76.42,Yamaha,R15 V4,147163,2024,302,Petrol,50.1,Second,2024,Expired,Dealer,93811.93,Tier 2,53351.07000000001,36.253045942254516,0
Rajasthan,33.89,Yamaha,Ray ZR,248908,2015,107,Hybrid,76.05,Third,2021,Active,Dealer,152896.0,Metro,96012.0,38.57328812251916,6
Delhi,67.94,Yamaha,Ray ZR,323622,2016,530,Petrol,55.28,Third,2022,Not Available,Individual,170517.52,Tier 1,153104.48,47.30966374350323,6
Gujarat,61.03,Hero,Passion Pro,235959,2020,338,Electric,62.53,Third,2024,Not Available,Individual,127995.16,Tier 1,107963.84,45.755338851241106,4
Karnataka,41.04,Honda,Dio,156994,2015,771,Hybrid,98.76,First,2015,Active,Dealer,66485.65,Tier 2,90508.35,57.650833789826365,0
Tamil Nadu,12.36,Hero,Glamour,228395,2020,594,Electric,85.87,First,2020,Active,Individual,103147.21,Tier 3,125247.79,54.83823638871254,0
Uttar Pradesh,47.65,Honda,Activa,388605,2015,399,Electric,82.05,Third,2016,Not Available,Dealer,221450.92,Tier 3,167154.08,43.01387784511264,1
Gujarat,9.77,Hero,HF Deluxe,389451,2017,511,Petrol,49.7,Third,2020,Expired,Individual,166624.96,Tier 2,222826.04,57.21542376319486,3
Gujarat,9.15,Royal Enfield,Interceptor 650,221594,2024,586,Petrol,52.85,Second,2024,Not Available,Dealer,175622.7,Tier 3,45971.29999999999,20.745733187721687,0
Punjab,23.37,TVS,Apache RTR 160,143493,2024,705,Hybrid,92.26,Second,2024,Active,Dealer,95136.25,Tier 2,48356.75,33.69972751284035,0
Maharashtra,30.21,Kawasaki,Z650,345666,2024,608,Electric,97.41,Second,2024,Active,Dealer,172443.38,Tier 3,173222.62,50.112715742942605,0
Karnataka,42.63,Kawasaki,Versys 650,172187,2021,302,Petrol,45.65,First,2021,Not Available,Dealer,86840.65,Tier 3,85346.35,49.56608222455819,0
Punjab,25.1,Kawasaki,Ninja 400,112674,2021,733,Hybrid,83.4,Third,2024,Not Available,Individual,87367.08,Tier 1,25306.92,22.46030140050056,3
Madhya Pradesh,57.61,TVS,Ronin,179407,2024,168,Electric,90.65,First,2024,Expired,Dealer,105619.7,Tier 3,73787.3,41.128439804466936,0
Uttar Pradesh,12.38,TVS,Jupiter,310557,2022,700,Electric,80.66,Second,2023,Expired,Individual,210425.72,Tier 3,100131.28,32.242480446423684,1
Punjab,31.24,Bajaj,Pulsar 150,104829,2017,837,Hybrid,97.62,Second,2020,Not Available,Individual,69605.98,Tier 3,35223.020000000004,33.60045407282337,3
Karnataka,68.13,Kawasaki,Vulcan S,135263,2015,270,Petrol,28.98,Second,2018,Active,Individual,101178.43,Tier 1,34084.57000000001,25.19873875339155,3
Karnataka,36.17,KTM,250 Duke,257044,2017,863,Hybrid,91.3,Second,2024,Expired,Individual,168619.55,Tier 2,88424.45000000001,34.400511196526665,7
Tamil Nadu,11.92,Hero,Splendor Plus,91493,2024,826,Hybrid,94.46,Third,2024,Not Available,Individual,47605.03,Tier 3,43887.97,47.96866426939766,0
Maharashtra,19.58,Bajaj,Platina 110,187805,2021,695,Electric,79.86,Third,2023,Active,Dealer,96715.1,Tier 3,91089.9,48.50238279066052,2
Punjab,47.28,Honda,Shine,287740,2020,567,Hybrid,80.9,Second,2020,Expired,Dealer,122693.24,Tier 3,165046.76,57.35968582748314,0
Maharashtra,11.45,TVS,Ronin,367063,2019,640,Petrol,43.89,First,2019,Expired,Dealer,177376.22,Tier 1,189686.78,51.676900150655335,0
Madhya Pradesh,77.55,Kawasaki,Vulcan S,394293,2022,896,Hybrid,78.88,Second,2022,Expired,Individual,267875.6,Tier 2,126417.40000000002,32.06179161182167,0
Punjab,70.7,Royal Enfield,Himalayan,278527,2021,994,Petrol,48.2,Second,2022,Not Available,Individual,190668.07,Tier 2,87858.93,31.544133961878018,1
Uttar Pradesh,65.73,Yamaha,MT-15,120408,2022,754,Petrol,38.72,Second,2022,Not Available,Individual,84019.79,Metro,36388.21000000001,30.220757756959678,0
West Bengal,42.5,Bajaj,Avenger 220,257246,2021,490,Hybrid,69.87,Second,2024,Expired,Individual,111338.6,Tier 1,145907.4,56.71901603912208,3
Uttar Pradesh,35.72,Yamaha,MT-15,245765,2020,566,Hybrid,82.72,First,2020,Not Available,Individual,181580.97,Tier 3,64184.03,26.11601733363172,0
Delhi,72.47,Hero,HF Deluxe,57052,2020,444,Hybrid,97.78,First,2020,Expired,Dealer,33894.82,Tier 1,23157.18,40.589602467924,0
Gujarat,7.34,KTM,RC 390,163231,2019,216,Hybrid,99.61,Third,2022,Expired,Individual,86359.27,Metro,76871.73,47.09383021607415,3
West Bengal,68.43,KTM,390 Adventure,138725,2022,964,Hybrid,81.88,Third,2023,Not Available,Dealer,98925.47,Tier 1,39799.53,28.689515227969004,1
West Bengal,6.96,Bajaj,CT 100,231257,2022,584,Petrol,45.59,First,2022,Not Available,Individual,119249.74,Tier 2,112007.26,48.43410577841968,0
Uttar Pradesh,49.98,Hero,Glamour,359988,2021,769,Petrol,26.18,Second,2021,Active,Dealer,149448.7,Metro,210539.3,58.48508839183528,0
Tamil Nadu,71.6,KTM,125 Duke,188001,2021,759,Hybrid,80.58,Second,2023,Not Available,Individual,112010.61,Tier 2,75990.39,40.42020521167441,2
West Bengal,6.75,Yamaha,R15 V4,100483,2015,591,Petrol,41.54,Third,2021,Active,Individual,43600.38,Tier 1,56882.62,56.609197575709324,6
West Bengal,53.24,Bajaj,Avenger 220,113339,2024,275,Electric,61.54,First,2024,Active,Dealer,46046.71,Tier 2,67292.29000000001,59.372581370931464,0
Rajasthan,25.69,Honda,Unicorn,162746,2024,346,Hybrid,92.24,Second,2024,Not Available,Individual,75954.74,Metro,86791.26,53.32927383775945,0
West Bengal,79.37,Kawasaki,Vulcan S,339767,2017,490,Hybrid,97.21,First,2017,Expired,Individual,230422.04,Metro,109344.95999999999,32.18233671898683,0
Rajasthan,27.6,KTM,RC 390,291330,2016,632,Electric,86.59,First,2016,Active,Dealer,182329.12,Metro,109000.88,37.414917790821406,0
Uttar Pradesh,17.39,Bajaj,Platina 110,148170,2022,466,Electric,85.8,First,2022,Active,Dealer,110115.96,Metro,38054.03999999999,25.682688803401494,0
Maharashtra,31.17,Bajaj,CT 100,107556,2024,824,Petrol,49.9,First,2024,Not Available,Dealer,83648.09,Tier 3,23907.910000000003,22.228336866376587,0
Tamil Nadu,40.27,Yamaha,Ray ZR,353060,2020,747,Petrol,49.02,Second,2022,Active,Dealer,275849.27,Tier 3,77210.72999999998,21.869010932985887,2
Punjab,67.67,Royal Enfield,Himalayan,164973,2020,684,Hybrid,78.46,Second,2021,Not Available,Individual,116666.45,Tier 3,48306.55,29.28148848599468,1
Uttar Pradesh,50.24,Hero,Glamour,74462,2020,987,Petrol,27.56,Second,2024,Not Available,Individual,44253.53,Tier 2,30208.47,40.56897477908195,4
Maharashtra,10.7,Kawasaki,Ninja 400,108789,2018,598,Petrol,38.12,First,2018,Not Available,Dealer,52577.0,Metro,56212.0,51.670665232698155,0
Madhya Pradesh,75.45,Kawasaki,Ninja 300,338881,2016,994,Electric,88.06,First,2016,Active,Dealer,191768.72,Metro,147112.28,43.41119153921288,0
Rajasthan,52.07,Hero,HF Deluxe,295735,2017,996,Electric,80.48,Second,2022,Not Available,Individual,230208.09,Tier 1,65526.91,22.15730637225895,5
Tamil Nadu,28.75,Yamaha,Ray ZR,396492,2018,954,Electric,80.74,First,2018,Expired,Individual,184391.32,Tier 3,212100.68,53.49431514381122,0
Madhya Pradesh,38.41,Bajaj,Dominar 400,204014,2022,586,Petrol,27.0,Third,2024,Active,Individual,96455.6,Tier 3,107558.4,52.72108776848648,2
Delhi,30.05,Royal Enfield,Classic 350,123696,2018,101,Petrol,55.87,First,2018,Active,Dealer,75145.16,Tier 2,48550.84,39.250129349372656,0
Rajasthan,32.51,TVS,NTorq 125,287321,2021,734,Electric,66.98,Third,2022,Expired,Individual,144012.57,Metro,143308.43,49.877464577945915,1
Maharashtra,44.67,Bajaj,Platina 110,75453,2022,848,Petrol,58.41,Second,2022,Not Available,Individual,36751.97,Tier 2,38701.03,51.29157223702172,0
West Bengal,33.93,Hero,Glamour,398569,2022,950,Hybrid,60.88,Second,2022,Active,Individual,310844.97,Metro,87724.03000000003,22.00974737122055,0
Delhi,61.62,Bajaj,Avenger 220,281356,2021,371,Electric,63.3,Third,2024,Expired,Individual,152274.54,Tier 2,129081.45999999999,45.878339185942366,3
Tamil Nadu,36.14,Hero,Xtreme 160R,62022,2023,166,Petrol,55.2,Second,2023,Active,Individual,29649.59,Tier 2,32372.41,52.19504369417304,0
Maharashtra,24.17,Hero,Splendor Plus,256232,2024,925,Hybrid,91.15,Second,2024,Expired,Individual,115828.07,Tier 1,140403.93,54.795626619625956,0
Karnataka,10.35,Royal Enfield,Interceptor 650,202846,2024,610,Electric,98.85,First,2024,Not Available,Dealer,90433.9,Metro,112412.1,55.41745955059504,0
Uttar Pradesh,27.09,Yamaha,FZ V3,169423,2017,400,Hybrid,71.68,Second,2017,Expired,Dealer,78549.34,Tier 2,90873.66,53.637144897682134,0
Gujarat,58.6,Honda,Dio,175446,2019,554,Electric,79.57,First,2019,Expired,Individual,94977.81,Tier 1,80468.19,45.86493279983585,0
Delhi,72.86,KTM,390 Adventure,310977,2021,459,Petrol,49.44,Third,2022,Expired,Dealer,131971.47,Tier 2,179005.53,57.56230525087064,1
Maharashtra,62.88,KTM,250 Duke,141300,2019,506,Petrol,25.08,First,2019,Not Available,Individual,57047.54,Tier 3,84252.45999999999,59.62665251238499,0
Tamil Nadu,12.66,Bajaj,Platina 110,269987,2020,452,Electric,85.21,First,2020,Active,Individual,142163.81,Tier 2,127823.19,47.344201757862415,0
Uttar Pradesh,58.26,Kawasaki,Vulcan S,75369,2017,647,Electric,64.62,Third,2024,Expired,Dealer,48692.26,Tier 3,26676.739999999998,35.39484403401929,7
Maharashtra,37.85,Bajaj,Dominar 400,169833,2016,292,Petrol,44.69,First,2016,Expired,Dealer,124537.84,Tier 2,45295.16,26.670411521906818,0
Rajasthan,62.81,Royal Enfield,Interceptor 650,78499,2018,490,Hybrid,83.43,Second,2020,Active,Individual,44423.12,Tier 1,34075.88,43.409317316144154,2
Uttar Pradesh,29.63,Honda,Activa,279423,2015,252,Hybrid,66.93,First,2015,Expired,Individual,159511.4,Tier 1,119911.6,42.91400493159118,0
